Date,spx,rates,commodities,credit
1996-04-30,0.25,0.25,0.25,0.25
1996-05-31,0.25,0.25,0.25,0.25
1996-06-28,0.25,0.25,0.25,0.25
1996-07-31,0.25,0.25,0.25,0.25
1996-08-30,0.25,0.25,0.25,0.25
1996-09-30,0.25,0.25,0.25,0.25
1996-10-31,0.25,0.25,0.25,0.25
1996-11-29,0.25,0.25,0.25,0.25
1996-12-31,0.25,0.25,0.25,0.25
1997-01-31,0.25,0.25,0.25,0.25
1997-02-28,0.25,0.25,0.25,0.25
1997-03-31,0.25,0.25,0.25,0.25
1997-04-30,0.25,0.25,0.25,0.25
1997-05-30,0.25,0.25,0.25,0.25
1997-06-30,0.25,0.25,0.25,0.25
1997-07-31,0.25,0.25,0.25,0.25
1997-08-29,0.25,0.25,0.25,0.25
1997-09-30,0.25,0.25,0.25,0.25
1997-10-31,0.25,0.25,0.25,0.25
1997-11-28,0.25,0.25,0.25,0.25
1997-12-31,0.25,0.25,0.25,0.25
1998-01-30,0.25,0.25,0.25,0.25
1998-02-27,0.25,0.25,0.25,0.25
1998-03-31,0.25,0.25,0.25,0.25
1998-04-30,0.4596910404698217,0.1983134727736129,0.10628508098786557,0.2357104057686999
1998-05-29,0.2655214004500313,0.3845776873955634,0.03732221751895471,0.3125786946354507
1998-06-30,0.42606925901236103,0.27265581660657795,0.06052502640930574,0.24074989797175528
1998-07-31,0.4612948941469803,0.13755197133437036,0.14897929432321888,0.2521738401954304
1998-08-31,0.44119922219038327,0.18732285013448025,0.088900255716309,0.2825776719588275
1998-09-30,0.34159997831805766,0.02573660331744229,0.31912290914426855,0.3135405092202315
1998-10-30,0.42483789737818556,0.060158433953790696,0.27724182426242716,0.23776184440559658
1998-11-30,0.3405559342305301,0.1848807951266574,0.07184947651891685,0.40271379412389563
1998-12-31,0.453723103133823,0.18274750132219808,0.10378429725101865,0.2597450982929602
1999-01-29,0.4561963822786945,0.13026111341375185,0.14799965317280905,0.26554285113474463
1999-02-26,0.27779604576092803,0.4211738026057427,0.056620430436806424,0.24440972119652282
1999-03-31,0.4358963659744916,0.0802760359285581,0.19716145918955325,0.28666613890739717
1999-04-30,0.4746578728679859,0.18523651974644129,0.17512347372299425,0.1649821336625786
1999-05-31,0.4717260779256134,0.18669751919773986,0.2006321642218835,0.14094423865476324
1999-06-30,0.39302500824414954,0.18015632253767358,0.3539225975912713,0.07289607162690556
1999-07-30,0.3671120992529584,0.030796582596144595,0.28487006965585504,0.31722124849504196
1999-08-31,0.379617676764692,0.30636067134888567,0.27995137989449936,0.03407027199192303
1999-09-30,0.37785181004269464,0.041412901890551995,0.33719842344967194,0.24353686461708146
1999-10-29,0.4452841619213207,0.1555502671557762,0.11194845136604659,0.2872171195568565
1999-11-30,0.45552742083768516,0.11713061826538074,0.26349372303715735,0.1638482378597768
1999-12-31,0.44920415937711167,0.24596640937218775,0.2185798785910039,0.08624955265969672
2000-01-31,0.447178129712785,0.08222330142107286,0.23974577184250326,0.23085279702363898
2000-02-29,0.4360198330756212,0.06946241982530743,0.2352635348975925,0.2592542122014789
2000-03-31,0.40860042940703645,0.04828310211571968,0.25249672888264485,0.2906197395945991
2000-04-28,0.41252867016658634,0.05198575660209406,0.24279105489561495,0.29269451833570465
2000-05-31,0.2766405750190859,0.10996481815524081,0.4494405329892042,0.16395407383646907
2000-06-30,0.45705585804560583,0.1007671920573971,0.20257242622101707,0.23960452367598012
2000-07-31,0.45061242037312554,0.08756955535364341,0.23933741082270807,0.22248061345052295
2000-08-31,0.3574796114898136,0.03976905029701133,0.24448910589224387,0.3582622323209312
2000-09-29,0.36673573118848,0.03414519641051372,0.2651562109657437,0.33396286143526255
2000-10-31,0.22028387767661167,0.07420186345750282,0.2673349076061551,0.4381793512597304
2000-11-30,0.3090716018712677,0.02943556388465912,0.36481918937050706,0.29667364487356607
2000-12-29,0.4194953018945348,0.0909545441689664,0.16285656265736914,0.32669359127912967
2001-01-31,0.40951805217239573,0.1515169049845218,0.09600694077961078,0.34295810206347166
2001-02-28,0.15562572664333052,0.22301937564835794,0.1517717585232258,0.4695831391850857
2001-03-30,0.4319418281582169,0.08489656018822711,0.18243581589646632,0.3007257957570897
2001-04-30,0.37874887740489216,0.3785637636216517,0.14674237664217968,0.09594498233127666
2001-05-31,0.41303807670966003,0.24875054904439742,0.051145429613436905,0.2870659446325056
2001-06-29,0.3784149339046906,0.08672877273125068,0.15846799226109054,0.3763883011029682
2001-07-31,0.3855287518296009,0.09110733214185204,0.15302621439633074,0.37033770163221624
2001-08-31,0.33769217255521694,0.13729757194103576,0.10954191462208437,0.41546834088166296
2001-09-28,0.2682681895931178,0.04895987845533789,0.2705115939374696,0.41226033801407463
2001-10-31,0.457678123604324,0.10759535980443333,0.18605509954425392,0.2486714170469887
2001-11-30,0.3439661544001187,0.40441909488025307,0.08121203404718233,0.17040271667244594
2001-12-31,0.28511912643364146,0.10900038536846249,0.4457345309975901,0.16014595720030597
2002-01-31,0.21188492901531342,0.12370454045987447,0.46744817078734613,0.19696235973746598
2002-02-28,0.31643592117763053,0.3264363237086686,0.025205608109523325,0.33192214700417755
2002-03-29,0.14484412627315052,0.1749631755044181,0.47158211439404396,0.20861058382838737
2002-04-30,0.2604932880537299,0.07305894074994768,0.4386499786424813,0.22779779255384114
2002-05-31,0.2008571005760654,0.05957917277822711,0.3778284288695677,0.36173529777613983
2002-06-28,0.35380084976395293,0.036889911123872215,0.35630352433561246,0.2530057147765624
2002-07-31,0.2095148725506559,0.05875687490088197,0.3309497306532874,0.4007785218951747
2002-08-30,0.23152227863367275,0.04523986647808656,0.34908314654213957,0.37415470834610115
2002-09-30,0.4431679218201323,0.13270734144708868,0.12975180269786077,0.29437293403491827
2002-10-31,0.3585031501060558,0.39453082550327845,0.08590103187183853,0.16106499251882728
2002-11-29,0.3202315637773812,0.42604690121238575,0.10187602351961403,0.15184551149061903
2002-12-31,0.2986911762973038,0.42783370215062644,0.07409738416284842,0.19937773738922138
2003-01-31,0.31632026148790143,0.4295204985042107,0.10898025680759915,0.1451789832002887
2003-02-28,0.40796649762053605,0.222357178560507,0.05582201996263761,0.3138543038563194
2003-03-31,0.39825801018599566,0.3112379163217189,0.045689974672779465,0.244814098819506
2003-04-30,0.45276295686411044,0.227555020052683,0.09046479155519585,0.22921723152801074
2003-05-30,0.43951859663666226,0.09358327469324912,0.17614006578153812,0.2907580628885505
2003-06-30,0.4044285863646918,0.25416409533786116,0.04608694141266598,0.2953203768847811
2003-07-31,0.2440202210885114,0.4621610852785988,0.1713690135144273,0.12244968011846252
2003-08-29,0.3379753815193255,0.04860104186638506,0.38660652544055907,0.2268170511737304
2003-09-30,0.3839649468949493,0.14819587169200807,0.3729738127510025,0.0948653686620402
2003-10-31,0.35996753959593014,0.09085378822825593,0.39473581463686946,0.15444285753894443
2003-11-28,0.3429964459241275,0.025914526374337277,0.32029819471806886,0.3107908329834664
2003-12-31,0.3398594361341803,0.02821588150894458,0.3436663626853549,0.28825831967152027
2004-01-30,0.4519072865260353,0.11591924250962957,0.1592730967235515,0.2729003742407837
2004-02-27,0.28102467911772877,0.04435654052884161,0.4044002898439437,0.2702184905094858
2004-03-31,0.2956047129425654,0.42196779340435764,0.06318045127258459,0.21924704238049236
2004-04-30,0.35459372496714947,0.4010267514398807,0.09895015048589835,0.14542937310707163
2004-05-31,0.4546049256149779,0.11789848748305409,0.161033768178567,0.266462818723401
2004-06-30,0.4197733007857153,0.14479897131830044,0.10474267128743431,0.33068505660854997
2004-07-30,0.31912356670954795,0.06135062939224156,0.20978755849910613,0.4097382453991043
2004-08-31,0.2900531008713507,0.08058980804870003,0.19461750384184515,0.43473958723810413
2004-09-30,0.299590891792192,0.1129738289165935,0.1480431603139313,0.43939211897728325
2004-10-29,0.397737457772371,0.3066846355876025,0.04394700723746736,0.2516308994025591
2004-11-30,0.35777547070029586,0.4001922464279303,0.11586514696456279,0.12616713590721096
2004-12-31,0.3582243898093683,0.047572497495522476,0.2250825503162787,0.3691205623788305
2005-01-31,0.43751475001574314,0.2934626827425515,0.09107209328800095,0.17795047395370445
2005-02-28,0.21942801920505084,0.37972374524892605,0.3501264352428766,0.05072180030314649
2005-03-31,0.4519094354502738,0.107036116300595,0.17279558473239967,0.2682588635167316
2005-04-29,0.3845951317594143,0.0503003203807382,0.22178679281353464,0.34331775504631296
2005-05-31,0.39893202881637185,0.12708895874283038,0.11477334355575852,0.35920566888503924
2005-06-30,0.16123520424208157,0.41027233231283844,0.33949982775271687,0.08899263569236313
2005-07-29,0.26534399068856784,0.2734532877921094,0.41220792841724363,0.048994793102079076
2005-08-31,0.20414444781130878,0.4324044064218345,0.2885036278740873,0.07494751789276949
2005-09-30,0.28548295647070365,0.44270085680907,0.09670724347328599,0.17510894324694035
2005-10-31,0.46358046255876084,0.2234419851307583,0.11353903873170415,0.1994385135787767
2005-11-30,0.3052081588654615,0.11741563103908796,0.14056669309530864,0.436809517000142
2005-12-30,0.38169074221029614,0.05653919111032027,0.2073231774935252,0.3544468891858584
2006-01-31,0.4038688847912457,0.05101435306999125,0.2324877091508736,0.31262905298788946
2006-02-28,0.37619389551315474,0.3424392226591419,0.042882953521104356,0.238483928306599
2006-03-31,0.4445135403853233,0.08251682747252631,0.26147030319494696,0.2114993289472034
2006-04-28,0.3431237909742596,0.03409054761189809,0.2630559472759686,0.3597297141378737
2006-05-31,0.19338051694689595,0.08416849753172825,0.28359841485549053,0.43885257066588523
2006-06-30,0.45944070521553315,0.13613663729978825,0.14697451387999122,0.2574481436046874
2006-07-31,0.4135979856186862,0.07344532434301065,0.18762993292130756,0.32532675711699555
2006-08-31,0.30847302992680103,0.08149919858992569,0.18328605522093272,0.4267417162623406
2006-09-29,0.30545988363800536,0.10534549901301757,0.15402448632064453,0.4351701310283326
2006-10-31,0.3057659670336049,0.045078177811558734,0.2494997378406828,0.3996561173141535
2006-11-30,0.27655458962629037,0.03471923176006003,0.30802950051666395,0.3806966780969856
2006-12-29,0.37463500845941866,0.04100380253429614,0.2435580739703686,0.3408031150359166
2007-01-31,0.35476764058979293,0.06408474707336834,0.19396430166578357,0.38718331067105516
2007-02-28,0.25258089375414244,0.05850065344865963,0.2639103333143489,0.42500811948284917
2007-03-30,0.31702551325135697,0.05918405580542033,0.21459459723624544,0.40919583370697726
2007-04-30,0.39763209650936415,0.06487371882596092,0.19550053215001215,0.3419936525146629
2007-05-31,0.33127185815560856,0.05560549229288006,0.21516303834634798,0.3979596112051634
2007-06-29,0.38132730513729984,0.044567646085004964,0.2355505449941367,0.3385545037835585
2007-07-31,0.4125478936431146,0.05881092421488207,0.21896223508572912,0.3096789470562742
2007-08-31,0.3623703881353606,0.06174621710379122,0.19696295179839232,0.37892044296245586
2007-09-28,0.18542569609600687,0.09819243550259704,0.45004425790278846,0.2663376104986076
2007-10-31,0.2857100897136609,0.037509725699902546,0.2862026609073742,0.3905775236790623
2007-11-30,0.17538469515731503,0.09566566942560067,0.44162565344794713,0.28732398196913717
2007-12-31,0.21620473832653467,0.11291207024270497,0.20705887248810947,0.4638243189426509
2008-01-31,0.2883610411576487,0.03035059991427294,0.31466498565569034,0.366623373272388
2008-02-29,0.12615761011018006,0.34232425737104843,0.11888735756685576,0.4126307749519158
2008-03-31,0.19758008101179733,0.47375889092801077,0.16265881261511192,0.16600221544508012
2008-04-30,0.19876510622636193,0.47360685877283054,0.16688901432235542,0.16073902067845208
2008-05-30,0.2078235437416207,0.46255869619386925,0.2196946403309425,0.1099231197335675
2008-06-30,0.17512744883415068,0.472018205419264,0.20622730510029824,0.14662704064628707
2008-07-31,0.23655373956497208,0.4662280151230406,0.15009632457383457,0.14712192073815278
2008-08-29,0.23865454157969307,0.09434732425552492,0.21266997973261603,0.454328154432166
2008-09-30,0.23896878495742824,0.4629290607658696,0.12025735106655838,0.1778448032101438
2008-10-31,0.2668334798121236,0.05716374721772627,0.2527302731942462,0.423272499775904
2008-11-28,0.3555633279918327,0.05412678280088998,0.21175192150781894,0.3785579676994584
2008-12-31,0.2893900069319927,0.11643523727196384,0.14931315958393496,0.4448615962121085
2009-01-30,0.11750213041619798,0.45661141821542417,0.16545834717861113,0.2604281041897667
2009-02-27,0.3025698437158916,0.4387357490560616,0.13006623366285447,0.1286281735651924
2009-03-31,0.4705457361250246,0.19455247321666974,0.20028716100268784,0.13461462965561788
2009-04-30,0.3247441380016424,0.3995083470642171,0.2227736381012923,0.05297387683284827
2009-05-29,0.22562791642183402,0.36748901823439795,0.3595936225978432,0.04728944274592481
2009-06-30,0.19025449033814895,0.4510875642188262,0.2615040218501613,0.09715392359286372
2009-07-31,0.25925910608274083,0.08949292026678804,0.44853405871395036,0.20271391493652077
2009-08-31,0.251538197915697,0.06972722482496949,0.4369027589054303,0.24183181835390322
2009-09-30,0.2766983052988712,0.06795847820060133,0.4315521342856147,0.2237910822149128
2009-10-30,0.25928091126709124,0.04556243588045539,0.40491979260312594,0.2902368602493275
2009-11-30,0.25101237789748226,0.19565202997887016,0.45432326396527034,0.09901232815837732
2009-12-31,0.2370748233001413,0.06358047279660703,0.42939544834596843,0.2699492555572832
2010-01-29,0.2763578936403814,0.030969482263451118,0.35794500932319073,0.3347276147729769
2010-02-26,0.24786225404231285,0.05224769684991948,0.41479655026803397,0.2850934988397337
2010-03-31,0.3049787612031083,0.030011322812272007,0.3676345860798629,0.29737532990475685
2010-04-30,0.36829662622915604,0.03745507251594707,0.2530265833539517,0.3412217179009452
2010-05-31,0.038462611825854726,0.2922395629677901,0.27704302785626017,0.39225479735009505
2010-06-30,0.33082413586198983,0.030069429406326925,0.35778084538945804,0.28132558934222524
2010-07-30,0.3575877752122588,0.03206851130408714,0.33939808430913504,0.270945629174519
2010-08-31,0.36763143482736005,0.030378746736699352,0.31168109476791334,0.2903087236680273
2010-09-30,0.2336193353409978,0.4532364754065812,0.2216453682666684,0.09149882098575247
2010-10-29,0.22211476439576927,0.4035917250294347,0.31987002923732477,0.05442348133747127
2010-11-30,0.20435173455736821,0.4604594705191396,0.22900156508693903,0.10618722983655318
2010-12-31,0.17603553850142875,0.44861677458458327,0.2737306145734977,0.10161707234049028
2011-01-31,0.25412155355990773,0.46026757048364986,0.13078018652400678,0.15483068943243566
2011-02-28,0.3000606477719805,0.3811360736006479,0.28466363639811737,0.0341396422292544
2011-03-31,0.37693801537292604,0.0525160012886319,0.2149222893857424,0.35562369395269966
2011-04-29,0.3159475211298797,0.03433406958387786,0.27274716248887904,0.3769712467973634
2011-05-31,0.35584981137429955,0.041551946361311376,0.23972791557149253,0.36287032669289654
2011-06-30,0.3262461893718991,0.042801521900119044,0.24412820004248553,0.38682408868549634
2011-07-29,0.37569633414976283,0.047810346990411756,0.22542086105823256,0.35107245780159285
2011-08-31,0.2186807921231059,0.06945357514598077,0.2801747391585979,0.4316908935723154
2011-09-30,0.3543470364640031,0.0430040589940924,0.23614785529614732,0.36650104924575716
2011-10-31,0.25099095460688314,0.45247775577123456,0.09440462748233777,0.20212666213954458
2011-11-30,0.23843419542807529,0.4578958215451012,0.10247497851529977,0.20119500451152372
2011-12-30,0.29075342102415636,0.3609291650860196,0.029193063526185087,0.31912435036363895
2012-01-31,0.03970851025569633,0.30582231048059705,0.2630824449969009,0.3913867342668057
2012-02-29,0.3504763727200949,0.35375543330558784,0.03434116834709264,0.2614270256272246
2012-03-30,0.2976648008520723,0.44063652599554815,0.11516462224323509,0.14653405090914454
2012-04-30,0.35811705666459603,0.3408291353318556,0.03269020221046576,0.2683636057930826
2012-05-31,0.15153833201746703,0.4148482516737112,0.09758681759263146,0.33602659871619034
2012-06-29,0.37129451366329846,0.23349050447187725,0.35094556105819064,0.0442694208066338
2012-07-31,0.3081718996184759,0.3727131574581377,0.28742030645417127,0.031694636469215054
2012-08-31,0.29725170166972253,0.3806997473277919,0.2882081849348055,0.03384036606768001
2012-09-28,0.3671922050491583,0.38180728564736,0.17742545731108753,0.07357505199239402
2012-10-31,0.23668700269416457,0.46480761760615397,0.1702337588897914,0.12827162080989007
2012-11-30,0.257817165661698,0.45787344146392966,0.16413542952151342,0.12017396335285906
2012-12-31,0.16909704736576753,0.4748997701446155,0.17609582139996743,0.1799073610896496
2013-01-31,0.3427610914398923,0.3984629342234596,0.19167611524271685,0.06709985909393126
2013-02-28,0.21899131092582677,0.47000152925640454,0.16730700116442407,0.14370015865334476
2013-03-29,0.27779103653750264,0.4510554762686675,0.1278634259326994,0.1432900612611305
2013-04-30,0.3357784401131712,0.4146365460374477,0.09578359212076198,0.15380142172861921
2013-05-31,0.17705097518317295,0.47422749151533455,0.159229927551595,0.1894916057498976
2013-06-28,0.16699183419310962,0.4691783860712156,0.14129891366896008,0.2225308660667147
2013-07-31,0.44352571306792465,0.27072097737299633,0.08513751166234759,0.20061579789673145
2013-08-30,0.0913794208464773,0.16416578105479024,0.4226898829870441,0.32176491511168837
2013-09-30,0.38697888557577653,0.036102425218513284,0.2848282266996245,0.29209046250608567
2013-10-31,0.4257148624757717,0.06720583366439495,0.21363024459767338,0.2934490592621599
2013-11-29,0.4120122171396574,0.06571783316161114,0.20178790603780306,0.3204820436609284
2013-12-31,0.37869177646098656,0.056899407926983475,0.2061243833314734,0.35828443228055656
2014-01-31,0.2676422544045407,0.035928424783326224,0.38038508553862815,0.31604423527350484
2014-02-28,0.26099613444688885,0.03888706410366566,0.38738832312805616,0.3127284783213894
2014-03-31,0.2466728860189553,0.04115170502046414,0.38218481076530875,0.32999059819527177
2014-04-30,0.3163847680444246,0.03585543073986874,0.2676718647035975,0.38008793651210915
2014-05-30,0.332879925560917,0.028749307287726344,0.28673685269731325,0.3516339144540434
2014-06-30,0.33955425780879017,0.04535464918241344,0.233460003204494,0.3816310898043024
2014-07-31,0.34146310078657954,0.05098398547785549,0.22088100303670496,0.38667191069886003
2014-08-29,0.3533684233354488,0.04920437488326762,0.22206486910837858,0.375362332672905
2014-09-30,0.20218913692907112,0.4680111674849109,0.12489247089216152,0.2049072246938565
2014-10-31,0.3705699586617391,0.07126653240917755,0.18078186701344853,0.37738164191563484
2014-11-28,0.36403922977415476,0.27774563711972383,0.03133449821298609,0.3268806348931353
2014-12-31,0.2804106546961136,0.03434581564505698,0.3807720086748161,0.3044715209840133
2015-01-30,0.1372541827639552,0.43059993232507277,0.1163985859923064,0.3157472989186657
2015-02-27,0.24390486821573382,0.4610292344207899,0.17860156931887844,0.1164643280445978
2015-03-31,0.314322249548623,0.4317500624138654,0.1217786888485313,0.13214899918898038
2015-04-30,0.25826681071513835,0.45696391519678403,0.16917516670222135,0.11559410738585627
2015-05-29,0.3001740766093994,0.4356441260368821,0.16892639890920996,0.09525539844450859
2015-06-30,0.40333054642980304,0.348307701193196,0.16068043498213808,0.0876813173948629
2015-07-31,0.15196358869192023,0.46349064103638427,0.13914206231787957,0.2454037079538159
2015-08-31,0.19470159821010477,0.406010320111811,0.0672971074932833,0.33199097418480095
2015-09-30,0.469703005436586,0.22114931762159076,0.144932186120814,0.1642154908210093
2015-10-30,0.39175461356379804,0.35900358439780544,0.07943234494947304,0.16980945708892345
2015-11-30,0.45597242590208864,0.17889917091379923,0.10865595422604907,0.25647244895806304
2015-12-31,0.3560992821554234,0.03790989273579404,0.24987431870674362,0.35611650640203896
2016-01-29,0.4312607221497057,0.0728522681648884,0.288284385886494,0.20760262379891192
2016-02-29,0.41494857709014155,0.10149401534610633,0.14663996294802106,0.33691744461573114
2016-03-31,0.32200658387051045,0.2765991847564363,0.36913996422325823,0.03225426714979496
2016-04-29,0.30787276515094053,0.2529820997980223,0.39605230126370244,0.043092833787334896
2016-05-31,0.2786433676365791,0.2865076757922966,0.39522270362645906,0.039626252944665236
2016-06-30,0.2755365921780813,0.11387953702287426,0.4505584246156753,0.16002544618336922
