Date,SPX_Price,Z1_Mom,Z5_Vol,Future_Return,Model_Prediction,Model_Confidence,Meta_Strategy_Ret,Cumulative_Meta,Drawdown_Meta,Comment
2020-02-28,2954.22,0.060955507112613105,-0.043488141918778346,-0.12511932083595656,1,0.623245773834009,-0.12511932083595656,0.8748806791640434,0.0,Trade Accepted
2020-03-31,2584.59,-0.08813505503810326,-0.05728652671671445,0.12684410293315374,1,0.5135963303122747,0.0,0.8748806791640434,0.0,Trade Accepted
2020-04-30,2912.43,-0.011338060920012438,-0.06813830695579116,0.04528177501261843,0,0.376668068043068,0.0,0.8748806791640434,0.0,Trade Accepted
2020-05-29,3044.31,0.10619317892778501,-0.06571286767029713,0.018388403283502663,1,0.6092705407337762,0.018388403283502663,0.8909683379174566,0.0,Trade Accepted
2020-06-30,3100.29,0.05388950832154893,-0.06319588334994321,0.0551012969754443,1,0.6225639857797787,0.0551012969754443,0.9400618489007644,0.0,Trade Accepted
2020-07-31,3271.12,0.09755131895932734,-0.0647538310035845,0.07006468732421922,1,0.5258353002496226,0.07006468732421922,1.005926988409424,0.0,Trade Accepted
2020-08-31,3500.31,0.1960901567081046,-0.06629133849910213,-0.0392279540954944,0,0.4634153803712627,0.0,1.005926988409424,0.0,Blocked by Model (Risk Check)
2020-09-30,3363.0,0.12975940122415808,-0.06825515060188415,-0.0276657746060065,1,0.5159564274883968,-0.0276657746060065,0.97809723907799,-0.02766577460600647,Trade Accepted
2020-10-30,3269.96,0.07650877678136392,-0.0691462875653134,0.10754565805086314,1,0.6137414219057442,0.10754565805086314,1.0832873502923648,0.0,Trade Accepted
2020-11-30,3621.63,0.15302548886016476,-0.07466171681354716,0.03712140665943231,0,0.4912961988281681,0.0,1.0832873502923648,0.0,Blocked by Model (Risk Check)
2020-12-31,3756.07,0.1625892199406953,-0.07484841660938354,-0.011136640158463607,0,0.4884455200951364,0.0,1.0832873502923648,0.0,Blocked by Model (Risk Check)
2021-01-29,3714.24,0.1515166546789355,-0.07509288185659438,0.026091474971999817,0,0.44204130999719227,0.0,1.0832873502923648,0.0,Blocked by Model (Risk Check)
2021-02-26,3811.15,0.29006979845779957,-0.06838621241179596,0.04243863400810777,0,0.44168874018138715,0.0,1.0832873502923648,0.0,Blocked by Model (Risk Check)
2021-03-31,3972.89,0.5371451564851677,-0.04985318862923084,0.05242531255584737,1,0.5126051309801309,0.05242531255584737,1.1400790282192377,0.0,Trade Accepted
2021-04-30,4181.17,0.4356293541819032,-0.0417003750829304,0.005486502581813157,0,0.44823455710955706,0.0,1.1400790282192377,0.0,Blocked by Model (Risk Check)
2021-05-31,4204.11,0.3809730283709609,-0.042074071423901176,0.02221397632316946,0,0.45276233488733486,0.0,1.1400790282192377,0.0,Blocked by Model (Risk Check)
2021-06-30,4297.5,0.3861606494876286,-0.042008629459484206,0.02274810936591054,0,0.45276233488733486,0.0,1.1400790282192377,0.0,Blocked by Model (Risk Check)
2021-07-30,4395.26,0.34365599550001225,-0.04116694465061509,0.028990321391681118,0,0.4640401126651127,0.0,1.1400790282192377,0.0,Blocked by Model (Risk Check)
2021-08-31,4522.68,0.2920798443566428,-0.03877895706695519,-0.047569140421166334,0,0.4297396214896214,0.0,1.1400790282192377,0.0,Blocked by Model (Risk Check)
2021-09-30,4307.54,0.2808623253047873,-0.04003555390038137,0.06914387330123462,1,0.5540780608280607,0.06914387330123462,1.2189085080998234,0.0,Trade Accepted
2021-10-29,4605.38,0.4083903167011218,-0.03895431715387121,-0.00833373141847149,0,0.42741958041958045,0.0,1.2189085080998234,0.0,Blocked by Model (Risk Check)
2021-11-30,4567.0,0.2610343961144568,-0.03153937048401463,0.04361287497262989,1,0.6986087662337662,0.04361287497262989,1.2720686124666558,0.0,Trade Accepted
2021-12-31,4766.18,0.268927362908572,-0.031913769494155815,-0.05258508910699977,1,0.5509612470862472,-0.05258508910699977,1.205176771129879,-0.05258508910699983,Trade Accepted
2022-01-31,4515.55,0.21573996295339026,-0.037418438562433036,-0.03136052086678265,1,0.6012833416583415,-0.03136052086678265,1.1673817998506988,-0.08229651418956077,Trade Accepted
2022-02-28,4373.94,0.14766933865106324,-0.03975939985516495,0.03577323877328009,1,0.5973134226884226,0.03577323877328009,1.2091428277163394,-0.04946728826859239,Trade Accepted
2022-03-31,4530.41,0.14033109398951393,-0.0393439726575633,-0.08795671914903935,1,0.6727657620157619,-0.08795671914903935,1.102790591607818,-0.13307302703632665,Trade Accepted
2022-04-29,4131.93,-0.011776607982933007,-0.04637935535560624,5.324388360872234e-05,1,0.5388455300719232,0.0,1.102790591607818,-0.13307302703632665,Trade Accepted
2022-05-31,4132.15,-0.017116583533732466,-0.046347580076181706,-0.08391999322386645,1,0.5357029169660747,0.0,1.102790591607818,-0.13307302703632665,Trade Accepted
2022-06-30,3785.38,-0.11916695753344964,-0.051474856695544316,0.09111634763220589,1,0.5085875833402923,0.0,1.102790591607818,-0.13307302703632665,Trade Accepted
2022-07-29,4130.29,-0.060285398360961584,-0.058628936741755434,-0.04244011921681046,1,0.5925005272505272,0.0,1.102790591607818,-0.13307302703632665,Trade Accepted
2022-08-31,3955.0,-0.12551849788178693,-0.05864691636032614,-0.09339570164348932,1,0.5580319125319125,0.0,1.102790591607818,-0.13307302703632665,Trade Accepted
2022-09-30,3585.62,-0.16759449709114715,-0.06270039493304393,0.07986345457689326,0,0.3867043513761781,0.0,1.102790591607818,-0.13307302703632665,Trade Accepted
2022-10-31,3871.98,-0.15924853106584036,-0.0640446100669504,0.053752860293699856,0,0.4638940936514466,0.0,1.102790591607818,-0.13307302703632665,Trade Accepted
2022-11-30,4080.11,-0.1066104663893146,-0.06685484029652301,-0.058971449299161094,0,0.3740020135093666,0.0,1.102790591607818,-0.13307302703632665,Trade Accepted
2022-12-30,3839.5,-0.19442824232404154,-0.06631061155233244,0.06175283240005203,0,0.39872856473591783,0.0,1.102790591607818,-0.13307302703632665,Trade Accepted
2023-01-31,4076.6,-0.09720853495144566,-0.06872137635692908,-0.026112446646715304,0,0.3306772745228628,0.0,1.102790591607818,-0.13307302703632665,Trade Accepted
2023-02-28,3970.15,-0.09231722428748446,-0.06856398956491404,0.03505157235872702,0,0.4052838705412236,0.0,1.102790591607818,-0.13307302703632665,Trade Accepted
2023-03-31,4109.31,-0.09294964473414091,-0.06852444442259265,0.01464236088297044,0,0.3510950234406118,0.0,1.102790591607818,-0.13307302703632665,Trade Accepted
2023-04-28,4169.48,0.009087762861422988,-0.06358245043628512,0.002482323934879238,0,0.40810434744993573,0.0,1.102790591607818,-0.13307302703632665,Blocked by Model (Risk Check)
2023-05-31,4179.83,0.011538787314110177,-0.0635774160136747,0.0647275128414313,0,0.4204134337884339,0.0,1.102790591607818,-0.13307302703632665,Blocked by Model (Risk Check)
2023-06-30,4450.38,0.17567588987103022,-0.05949085845049574,0.031138913980379268,1,0.5873933541948247,0.031138913980379268,1.1371302929782654,-0.10607786259794025,Trade Accepted
2023-07-31,4588.96,0.11105031365836293,-0.054873791237565826,-0.01771643248143373,1,0.5720472729884495,-0.01771643248143373,1.116984400920123,-0.1219149737888827,Trade Accepted
2023-08-31,4507.66,0.13973704171934265,-0.053154568524500734,-0.04871929116215501,1,0.6145490449093391,-0.04871929116215501,1.0625657126681103,-0.16469465384599066,Trade Accepted
2023-09-29,4288.05,0.19590196395602444,-0.04618912821650776,-0.021979687736850106,1,0.6648801334973936,-0.021979687736850106,1.0392108501037816,-0.18305440451937732,Trade Accepted
2023-10-31,4193.8,0.08311509873501421,-0.04260339510187054,0.08917926462873771,1,0.7039896391877815,0.08917926462873771,1.1318869095102422,-0.11019979707272917,Trade Accepted
2023-11-30,4567.8,0.1195286401592115,-0.04709066847566509,0.04422916940321375,1,0.5606779512757774,0.04422916940321375,1.1819493273762507,-0.07084467316244498,Trade Accepted
2023-12-29,4769.83,0.24230498762859742,-0.04245394027966158,0.015895744712075555,1,0.7080866611029147,0.015895744712075555,1.200737292146833,-0.056075057289170165,Trade Accepted
2024-01-31,4845.65,0.18864985527154965,-0.0402689448557995,0.05172061539731532,1,0.6030496065812561,0.05172061539731532,1.2628401638271731,-0.0072546783632904,Trade Accepted
2024-02-29,5096.27,0.28364671360024185,-0.03925932047597931,0.031018764704381807,1,0.5546842381474736,0.031018764704381807,1.3020119057281712,0.0,Trade Accepted
2024-03-29,5254.35,0.2786453200172292,-0.03915194840821181,-0.04161504277408257,1,0.5229950800833154,-0.04161504277408257,1.2478286245789285,-0.0416150427740826,Trade Accepted
2024-04-30,5035.69,0.20775012711417262,-0.04319240219105012,0.04802122449952262,1,0.673591900660399,0.04802122449952262,1.3077508830967637,0.0,Trade Accepted
2024-05-31,5277.51,0.2626135512688317,-0.04382586411905341,0.034669759034089864,1,0.6318687350231468,0.034669759034089864,1.3530902910903466,0.0,Trade Accepted
2024-06-28,5460.48,0.22696938238981823,-0.041883705857925405,0.011321349038912354,1,0.6093154908816674,0.011321349038912354,1.368409098556944,0.0,Trade Accepted
